type,name,address,capacity,code
軽費老人ホーム,軽費老人ホームケアハウスせせらぎ荘,矢祭町大字東舘字蔵屋敷122番地,30,07482
軽費老人ホーム,矢祭町軽費老人ホーム　櫻の苑,矢祭町大字中石井字御殿川原11-1,30,07482
有料老人ホーム,ローズヴィラ水戸,水戸市堀町1444-1,142,08201
有料老人ホーム,ケアレジデンス水戸本館,水戸市大塚町1661番地,100,08201
有料老人ホーム,しまナーシングホームガーデン,水戸市河和田町3461,75,08201
有料老人ホーム,ケアレジデンス水戸新館,水戸市大塚町１７４１番地,70,08201
有料老人ホーム,介護付有料老人ホーム　モデスティア水戸,水戸市平須町２２０５,62,08201
有料老人ホーム,べるびー水戸,水戸市赤塚１丁目１番地,57,08201
有料老人ホーム,しまナーシングホーム平須,水戸市平須町1416,52,08201
有料老人ホーム,はぴね水戸,水戸市堀町915-1,36,08201
有料老人ホーム,やすらぎ梅寿園,水戸市見川町1820－17,33,08201
有料老人ホーム,コンフォルト水戸,水戸市新荘3－8－18,33,08201
有料老人ホーム,ケアレジデンス水戸元吉田館,水戸市元吉田町223番地,31,08201
有料老人ホーム,らいふアシスト・泉ヶ森,日立市水木町二丁目20番1号,91,08202
有料老人ホーム,らいふアシスト・泉ヶ森　南館,日立市水木町二丁目20番5号,44,08202
有料老人ホーム,介護付有料老人ホーム かがやきの郷,土浦市常名２２１２番地,186,08203
有料老人ホーム,介護付有料老人ホーム　サンテーヌ土浦,土浦市文京町８番３号,137,08203
有料老人ホーム,ケアパレス・ナヴァーレ,土浦市港町３－３０－２３,71,08203
有料老人ホーム,ハートワン土浦,土浦市天川1丁目18-80,40,08203
有料老人ホーム,介護付有料老人ホーム　サンテーヌ土浦新館介護棟,土浦市文京町８番５号,40,08203
有料老人ホーム,ケアパレス・ナヴァーレ,土浦市港町３－３０－２３,3,08203
有料老人ホーム,介護付有料老人ホーム　ヒューマンサポート古河,古河市本町一丁目3-30,62,08204
有料老人ホーム,ツクイ・サンシャイン古河あかやま,古河市旭町一丁目17番8号,56,08204
有料老人ホーム,桃の里・古河,古河市横山町一丁目2番6号,40,08204
軽費老人ホーム,ケアハウス　下総プリンスクラブ,古河市小堤1796-2,0,08204
有料老人ホーム,ケアホーム常陸国府館,石岡市府中１－３－９,92,08205
有料老人ホーム,ロイヤルハウス石岡本館,石岡市石岡１３４４６番地の１０,81,08205
有料老人ホーム,ロイヤルハウス石岡新館,石岡市石岡13920,78,08205
軽費老人ホーム,ケアハウス　ゼーレ,石岡市石岡２７４８－１,50,08205
有料老人ホーム,しもふさの郷　百寿の家,結城市大字武井1248番地,80,08207
有料老人ホーム,介護付き有料老人ホーム　ひのき,龍ケ崎市馴柴町三区739,70,08208
有料老人ホーム,つくば長寿の郷,常総市大沢1994番地6,51,08211
軽費老人ホーム,筑波キングス・ガーデン　ケアハウス,常総市大生郷町1818-1,1,08211
有料老人ホーム,有料老人ホーム　梨花園,常陸太田市上土木内町３６９,25,08212
有料老人ホーム,有料老人ホーム梨花園別館,常陸太田市上土木内町601-1,24,08212
有料老人ホーム,シルバーパークはこだ,笠間市箱田1838-1,50,08216
有料老人ホーム,ルシオーレ　牛久,牛久市岡見町1060番地7,52,08219
有料老人ホーム（地域密着型）,牛久コスモス園,牛久市小坂町3388-1,29,08219
有料老人ホーム（地域密着型）,介護付き　有料老人ホーム　柏田ヒルズ,牛久市上柏田４丁目５３番地１０,12,08219
有料老人ホーム,サンシャイン・ヴィラつくば倶楽夢,つくば市谷田部６１０７－２,68,08220
有料老人ホーム,介護付有料老人ホーム　つくばメディケアレジデンス,つくば市大曽根3721-9,45,08220
有料老人ホーム,らいふつくば花畑,つくば市花畑1丁目17番地4号,30,08220
有料老人ホーム,ニチイケアセンターかつた,ひたちなか市市毛1111-1,51,08221
有料老人ホーム,ラ・ナシカ　ひたちなか,ひたちなか市馬渡2831－46,40,08221
有料老人ホーム,特定有料老人ホーム　フレグレントかしま　指定特定施設入居者生活介護,鹿嶋市平井１３５０－４１０,54,08222
サ高住,帆の鹿特定施設入居者生活介護事業所,鹿嶋市宮中350-1,12,08222
有料老人ホーム,介護付き有料老人ホーム　えくぼ,那珂市後台1495-1,13,08226
有料老人ホーム,介護付有料老人ホーム ヒューマンサポート筑西,筑西市直井360-2,80,08227
有料老人ホーム,コモドヴィータ下館特定施設入所者生活介護,筑西市二木成1530,78,08227
サ高住,介護付き高齢者向け住宅えみあす二木成,筑西市二木成827,34,08227
サ高住,サービス付き高齢者向け住宅愉庵,筑西市中舘262,33,08227
サ高住,サービス付高齢者向け住宅特定施設入居者生活介護プレヴェール,筑西市市野辺132-1,18,08227
有料老人ホーム,介護付き有料老人ホーム　ハートワン千代田,かすみがうら市上稲吉1831-27,76,08230
有料老人ホーム,ハートワン霞ケ浦,かすみがうら市宍倉6202-10,53,08230
有料老人ホーム,ハートワン神立,かすみがうら市稲吉2-18-15,43,08230
有料老人ホーム,ハートワン小川,小美玉市野田1339-1,67,08236
有料老人ホーム,グランドホームとんぼ,茨城町中石崎2651－1,26,08302
有料老人ホーム,しまナーシングホーム常北,城里町石塚539-1,60,08310
有料老人ホーム,介護付き有料老人ホーム阿見長寿館,阿見町中央６－８－１８,90,08443
有料老人ホーム,有料老人ホームわかぐり,阿見町鈴木１３６－３,34,08443
軽費老人ホーム,ケアハウスアオーラ而今,宇都宮市陽東３丁目１５－１５,100,09201
有料老人ホーム,介護付有料老人ホーム　さわやか　すずめのみや,宇都宮市若松原2丁目18番26号,60,09201
有料老人ホーム,介護付有料老人ホーム桜庵,宇都宮市江曽島本町8-9,60,09201
軽費老人ホーム,ケアハウスジョイナス長岡,宇都宮市長岡町１６３番地５,50,09201
軽費老人ホーム,ケアハウス　エバーグリーンみずほの,宇都宮市上桑島町1339番地2,50,09201
軽費老人ホーム,第２ジョイナス長岡,宇都宮市長岡町１５８番地１,50,09201
軽費老人ホーム,ケアハウス公孫樹,宇都宮市徳次郎町2632－1,50,09201
有料老人ホーム,あずみ苑グランデ宇都宮,宇都宮市宝木本町1239-1,45,09201
有料老人ホーム,ケアライフゆいの杜,宇都宮市ゆいの杜6-29-18,45,09201
有料老人ホーム,宝木荘,宇都宮市宝木町２丁目１０９０番地２７,45,09201
軽費老人ホーム,ケアハウス 南の里,宇都宮市花房３－３－１６,30,09201
軽費老人ホーム,ケアハウス　元気の里,宇都宮市幕田町1456番地1,30,09201
軽費老人ホーム,ケアハウス 宮の里,宇都宮市田野町666-2,20,09201
軽費老人ホーム,軽費老人ホーム　ケアハウス天王　特定施設入居者生活介護事業所,足利市福居町750-1,50,09202
有料老人ホーム,有料老人ホーム　竹の翠,足利市福居町８４３番地,48,09202
軽費老人ホーム,ケアハウス　ひこやの里,足利市葉鹿町１９２１番地４,42,09202
有料老人ホーム,有料老人ホーム　くれまちす,足利市借宿町６１０－１,30,09202
有料老人ホーム,介護付有料老人ホームひまわり,足利市大久保町７５４－１,30,09202
有料老人ホーム,ラ・ナシカ　あしかが,足利市山川町10-11,30,09202
有料老人ホーム,ふるさとホーム足利渡良瀬川,足利市福富町1836-1,30,09202
有料老人ホーム,大地,足利市駒場町568-1,18,09202
軽費老人ホーム,星風会ケアハウス・ケアルネッサンス,栃木市惣社町１２３－１,50,09203
サ高住,ハーモネートハウス大平,栃木市大平町富田5-236,50,09203
有料老人ホーム,株式会社　にこにこ川原田倶楽部,栃木市川原田町338-1,50,09203
有料老人ホーム,介護付有料老人ホーム　みどり,栃木市平柳町3-23-3,50,09203
サ高住,株式会社　笑顔施,栃木市岩舟町静4386,27,09203
有料老人ホーム,みずき佐野,佐野市堀米町820-5,69,09204
サ高住,特定施設　悠楓園,佐野市高砂町2800-1,50,09204
サ高住,ハーモネートハウス佐野アネックス,佐野市堀米町1270-17,39,09204
サ高住,ハーモネートハウス佐野,佐野市堀米町１２７０－１３,30,09204
サ高住,和笑衣,佐野市植上町1659番地1,20,09204
有料老人ホーム,センチュリーシルバー佐野,佐野市大橋町１４１６－５,17,09204
有料老人ホーム,介護付有料老人ホームたけむら,鹿沼市西茂呂四丁目46番3,50,09205
有料老人ホーム,さわやかかぬま館,鹿沼市寺町914番1,50,09205
有料老人ホーム,介護付高齢者ホーム　ウェルケアひよし,鹿沼市日吉町937番地1,50,09205
軽費老人ホーム,ケアハウス　さつき野,鹿沼市白桑田253-2,40,09205
サ高住,ラビット・コート,日光市瀬尾３３７番地２,9,09206
軽費老人ホーム,ケアハウス　グレープホーム,小山市中久喜1643-1,50,09208
有料老人ホーム,介護付有料老人ホーム　しあわせ思川館,小山市乙女1212-1,50,09208
有料老人ホーム,有料老人ホームさくら本館,小山市喜沢６６７－１４５,48,09208
有料老人ホーム,有料老人ホーム あたごの里,小山市城東４丁目１５番５号,35,09208
有料老人ホーム,有料老人ホームさくら別館,小山市喜沢６６０－８０,32,09208
有料老人ホーム,有料老人ホームあたごの里,小山市城東４丁目１５－５,32,09208
有料老人ホーム,介護付き有料老人ホーム　アスピア乙女,小山市乙女786-1,30,09208
有料老人ホーム,介護付有料老人ホームゆう愛,小山市神鳥谷5-12-13,30,09208
有料老人ホーム,介護付有料老人ホーム　しあわせ小山館,小山市間々田791-5,30,09208
有料老人ホーム,ふるさとホーム大田原城,大田原市中田原810-82,50,09210
有料老人ホーム,だいな紫塚ケアホーム,大田原市紫塚3-2633-12,48,09210
軽費老人ホーム,ケアハウス　ハッピーオーシャン,那須塩原市塩野崎新田１番１号,60,09213
軽費老人ホーム,ケアハウス　もちが丘,那須塩原市東赤田385番地11,50,09213
有料老人ホーム,さわやかなすしおばら館,那須塩原市西朝日町3番4号,50,09213
有料老人ホーム,かいごつきゆうりょうろうじんほーむさくらのさと,さくら市氏家1889番地,50,09214
有料老人ホーム,介護付有料老人ホーム　明和ふれあいガーデン,那須烏山市小木須2659-2,48,09215
サ高住,介護付高齢者住宅ぬくもり,下野市小金井1丁目14番地3,40,09216
サ高住,アットホームいちかい,市貝町多田羅７４８－１,30,09344
有料老人ホーム,介護付有料老人ホームまえばし上泉の里,前橋市上泉町1870-1,100,10201
有料老人ホーム,介護付有料老人ホーム　グランヴィル前橋,前橋市千代田町3丁目3－20,100,10201
有料老人ホーム,介護付有料老人ホームサンヒルズ総社,前橋市総社町総社２７２４番地１,50,10201
有料老人ホーム,ヴィラ清里,前橋市青梨子町４５８番地１,50,10201
有料老人ホーム,介護付有料老人ホーム　山王レジデンス,前橋市山王町123番地,50,10201
有料老人ホーム,ベストケアレジデンス　悠仁,前橋市上新田町950,50,10201
有料老人ホーム,シニアグランドホーム藤和の杜,前橋市堀之下町450-1,50,10201
有料老人ホーム,介護付有料老人ホームグランポルト前橋,前橋市昭和町3丁目11番18号,50,10201
有料老人ホーム,ロングライフ前橋,前橋市下沖町125番地,50,10201
有料老人ホーム,萬葉の華,前橋市下大島町538-11,50,10201
有料老人ホーム,養護盲老人ホーム　明光園,前橋市樋越町１９－１,20,10201
有料老人ホーム,ベルジ箕輪,高崎市箕郷町上芝839-4,206,10202
有料老人ホーム,シニアグランドホーム　藤和の響,高崎市吉井町岩崎2222,100,10202
サ高住,カーサ・デ・ヴェルデ 黒沢,高崎市矢中町192,100,10202
有料老人ホーム,介護付有料老人ホーム京目,高崎市萩原町370-1,100,10202
有料老人ホーム,介護付有料老人ホーム　ベルジ高崎,高崎市問屋町１－７－３,70,10202
有料老人ホーム,ウッディタウン高崎南,高崎市新町1945-1,65,10202
有料老人ホーム,グランツようざん,高崎市八幡原町1009-35,60,10202
有料老人ホーム,有料老人ホームマチュアホーム穏和の園,高崎市中室田町２１１２番地,60,10202
有料老人ホーム,はなことば高崎,高崎市貝沢町字問屋町東７０４番地,54,10202
サ高住,はなことば高崎,高崎市貝沢町字問屋町東704番地,54,10202
有料老人ホーム,アットホーム尚久吉井,高崎市吉井町下長根336-1,50,10202
有料老人ホーム,有料老人ホーム　ケアホーム　新生の園,高崎市中室田町２２５４,50,10202
有料老人ホーム,介護付有料老人ホーム　キートス八千代,高崎市八千代町1-11-17,46,10202
サ高住,介護付き有料老人ホーム　ほかほかライフ,高崎市上豊岡町910-1,40,10202
サ高住,サービス付き高齢者向け住宅オアシス,高崎市田町71番地１,32,10202
有料老人ホーム,グッドライフ箕郷町,高崎市箕郷町和田山８７－１１,30,10202
有料老人ホーム,介護付き有料老人ホーム　ふくふくピース,高崎市下佐野町752-1,22,10202
有料老人ホーム,スマイリングホームメディス高崎,高崎市石原町３８８３,21,10202
有料老人ホーム,介護付有料老人ホーム　いきいき,高崎市西島町木の宮376-4,20,10202
有料老人ホーム,介護付有料老人ホーム　さんさん,高崎市矢島町20,20,10202
有料老人ホーム,ファミリーホームコスモス相老,桐生市相生町５丁目５７２－１,33,10203
有料老人ホーム,スマイリングホームメディス桐生Ⅰ番館,桐生市相生町３－１７６－８,30,10203
軽費老人ホーム,社会福祉法人　邦知会　ハートフル広沢,桐生市広沢町6-332-1,20,10203
軽費老人ホーム,ケアハウス　さわやか・倶楽部,桐生市新里町新川1312,20,10203
軽費老人ホーム,社会福祉法人　邦知会 リバーサイド広沢,桐生市広沢町6-307-3,15,10203
有料老人ホーム,介護付有料老人ホームつむぎ,伊勢崎市境上武士898番地1,60,10204
有料老人ホーム,介護付有料老人ホーム　銘仙の家,伊勢崎市平和町19-10,51,10204
有料老人ホーム,介護付有料老人ホーム　あずまライフライン,伊勢崎市東町2255-3,21,10204
有料老人ホーム,ラポール伊勢崎,伊勢崎市美茂呂町3197-1,21,10204
有料老人ホーム,介護付有料老人ホーム　桜の里,太田市熊野町38－75,120,10205
有料老人ホーム,シニアグランドホーム　ブルーメンハイム・トーホー,太田市藪塚町3446-1,118,10205
有料老人ホーム,介護付高齢者住宅　松寿園,太田市熊野町38－81,90,10205
サ高住,介護付高齢者住宅　松寿園,太田市熊野町３８‐８１,90,10205
有料老人ホーム,介護付有料老人ホームラッパーズ太田,太田市高林北町1129-1,67,10205
有料老人ホーム,太田駅前ケアパークそよ風,太田市浜町6-20,50,10205
有料老人ホーム,介護付有料老人ホーム　りきゅう,太田市六千石町59,30,10205
有料老人ホーム（地域密着型）,介護付有料老人ホーム　コスモス細谷,太田市細谷町１３４３－１,29,10205
有料老人ホーム,スマイリングホームメディス　太田,太田市東新町72－9,21,10205
有料老人ホーム（地域密着型）,介護付有料老人ホーム　ふる里,太田市只上町1319-6,21,10205
有料老人ホーム,介護付有料老人ホーム　俊男の里,太田市南矢島町９２街区1番,20,10205
有料老人ホーム,スマイリングホームメディス藪塚,太田市六千石町１１６－２７,17,10205
軽費老人ホーム,医療法人社団ほたか会　ケアハウス沼田,沼田市下久屋町940-1,30,10206
有料老人ホーム,センチュリーシルバー館林,館林市松原１－１１－１,59,10207
有料老人ホーム,介護付有料老人ホーム　Residence of Hope 館林,館林市緑町1-2-5,50,10207
有料老人ホーム,みずき館林,館林市高根町1713番地1,30,10207
有料老人ホーム,ナーシングホーム白井城,渋川市白井581-1,23,10208
有料老人ホーム,ｽﾏｲﾘﾝｸﾞﾎｰﾑ　メディス藤岡,藤岡市小林429-5,35,10209
有料老人ホーム,ベストライフ星の里,富岡市後賀529-1,80,10210
有料老人ホーム,介護付き有料老人ホーム　わらべうた　宮崎,富岡市宮崎429-1,50,10210
有料老人ホーム,アットホーム尚久富岡東,富岡市富岡2661番地,50,10210
サ高住,シニアライフ白岩,富岡市白岩703,40,10210
有料老人ホーム,スマイリングホーム　メディス安中,安中市原市3452－14,42,10211
有料老人ホーム,介護付有料老人ホーム　ななかまど,安中市松井田町土塩７５９－１,40,10211
有料老人ホーム,介護付有料老人ホーム　松華,安中市松井田町行田252－2,32,10211
有料老人ホーム,スマイリングホーム　メディス笠懸,みどり市笠懸町鹿4385-3,21,10212
有料老人ホーム,介護付有料老人ホーム新井,榛東村新井589-1,35,10344
有料老人ホーム,スマイリングホーム　メディス吉岡,吉岡町大久保3265‐3,21,10345
軽費老人ホーム,ケアハウスいこい,南牧村大字小沢1247番地,20,10383
有料老人ホーム,有料老人ホーム寿の里,中之条町大字中之条町９１７番地,40,10421
有料老人ホーム,スマイリングホームメディス草津,草津町草津524-114,45,10426
有料老人ホーム,ヴィラージュ尾瀬,川場村生品１８２８,182,10444
有料老人ホーム,ベルジ武尊,川場村生品1221,174,10444
有料老人ホーム,アットホーム尚久玉村,玉村町福島80-1,60,10464
有料老人ホーム,介護付有料老人ホーム　陽だまり,板倉町大字板倉字槐戸２９６６番地３３,20,10521
有料老人ホーム,特定施設入所者生活介護事業所　マゼンタ,大泉町住吉５４－１１,35,10524
有料老人ホーム,サービス付き高齢者向け住宅　特定施設　三橋ナーシングホーム,さいたま市西区三橋５－５６０－１,100,11101
有料老人ホーム,SOMPOケアラヴィーレ西大宮,さいたま市西区西大宮1-18-1,74,11101
有料老人ホーム,介護付有料老人ホームすこや家・大宮佐知川,さいたま市西区佐知川１１４４－１,60,11101
有料老人ホーム,ハーモニーライフ大宮,さいたま市西区三橋6-322-1,60,11101
有料老人ホーム,イリーゼ西大宮,さいたま市西区6-1235-1,57,11101
有料老人ホーム,介護付有料老人ホーム　みんなの家・大宮内野本郷,さいたま市西区大字内野本郷477-1,54,11101
有料老人ホーム,さわやかおおみや館,さいたま市西区内野本郷1082-1,50,11101
有料老人ホーム,ホームステーション　らいふ指扇,さいたま市西区大字土屋242－1,45,11101
有料老人ホーム,介護付有料老人ホーム　みんなの家・三橋６丁目,さいたま市西区三橋6丁目393番地1,36,11101
有料老人ホーム,アンサンブル大宮日進,さいたま市北区日進町2丁目1914－1,150,11102
有料老人ホーム,有料老人ホーム　サニーライフ埼玉,さいたま市北区宮原町２丁目１２４番地７,105,11102
有料老人ホーム,大宮明生苑,さいたま市北区櫛引町２－３２７,80,11102
有料老人ホーム,ニチイホーム　大宮公園,さいたま市北区植竹町1丁目69番地,65,11102
有料老人ホーム,介護付有料老人ホーム　みんなの家・土呂栄光荘,さいたま市北区土呂町１５２０－１,63,11102
有料老人ホーム,ラ・ナシカ さいたま,さいたま市北区奈良町22番9号,60,11102
有料老人ホーム,リアンレーヴ大宮,さいたま市北区植竹町１丁目７６６－１,58,11102
有料老人ホーム,ソラスト大宮,さいたま市北区宮原町1-46-1,58,11102
有料老人ホーム,応援家族大宮,さいたま市北区3-590,54,11102
有料老人ホーム,ベストライフ大宮北,さいたま市北区吉野町1-45-10,51,11102
サ高住,トミオさいたま桜テラス,さいたま市北区本郷町460,46,11102
サ高住,スタイルケア　緑の森　小池ホーム,さいたま市北区土呂町2-23-8,44,11102
有料老人ホーム,介護付有料老人ホーム　みんなの家・大宮櫛引,さいたま市北区櫛引町2-137-1,42,11102
有料老人ホーム,ボンセジュール大宮,さいたま市北区大成町4-210,41,11102
有料老人ホーム,介護付有料老人ホーム　すこや家・大宮日進,さいたま市北区日進町１－１９８－４,36,11102
有料老人ホーム,介護付き有料老人ホーム　みんなの家・大宮つつじヶ丘公園,さいたま市北区吉野町２丁目２１４番３,33,11102
有料老人ホーム,ライフコミューン大宮北,さいたま市北区別所町16-3,30,11102
有料老人ホーム,ル・レーヴ大宮北,さいたま市北区吉野町1-37-5,30,11102
有料老人ホーム,アンサンブル大宮,さいたま市大宮区上小町９６０-５,99,11103
有料老人ホーム,有料老人ホーム　サニーライフ大宮,さいたま市大宮区三橋１丁目５０７番地２号,86,11103
有料老人ホーム,ニチイホームさいたま新都心,さいたま市大宮区吉敷町4-255-1,79,11103
有料老人ホーム,ベストライフ大宮,さいたま市大宮区上小町1151－1,76,11103
有料老人ホーム,ライフコミューン大宮東,さいたま市大宮区天沼町2-150-1,66,11103
有料老人ホーム,有料老人ホーム　大宮やわらぎ苑,さいたま市大宮区上小町４６４,60,11103
有料老人ホーム,みんなの家・三橋４丁目,さいたま市大宮区三橋4-59-1,60,11103
有料老人ホーム,メディカル・リハビリホームまどか大宮,さいたま市大宮区浅間町二丁目183番地,58,11103
サ高住,Hinodeナーシングヴィラ大宮,さいたま市大宮区天沼1-308-1,57,11103
有料老人ホーム,イリーゼ大宮櫛引,さいたま市大宮区櫛引町1-127-1,52,11103
有料老人ホーム,そんぽの家大宮,さいたま市大宮区三橋２－５６１－１,51,11103
サ高住,ホームステーションらいふ大宮,さいたま市大宮区浅間町1-181,48,11103
有料老人ホーム,みんなの家・新都心,さいたま市大宮区上小町1440-2,38,11103
有料老人ホーム,ピュアリーフ大宮,さいたま市大宮区三橋2-673-1,27,11103
有料老人ホーム,センチュリーシティ大宮公園,さいたま市見沼区大和田町1-1275,170,11104
有料老人ホーム,ロイヤルレジデンス大宮,さいたま市見沼区蓮沼75-2,80,11104
有料老人ホーム,ベストライフ大宮,さいたま市見沼区東大宮6-9-2,75,11104
有料老人ホーム,SOMPOケアラヴィーレ大宮,さいたま市見沼区中川1090-1,71,11104
有料老人ホーム,大宮東ケアパークそよ風,さいたま市見沼区南中野1117-3,70,11104
有料老人ホーム,ニチイケアセンター堀崎,さいたま市見沼区堀崎町1228-1,64,11104
有料老人ホーム,ＳＯＭＰＯケア　ラヴィーレ大宮弐番館,さいたま市見沼区中川1062-1,61,11104
有料老人ホーム,ニチイケアセンター大谷,さいたま市見沼区大谷１７７－７,60,11104
有料老人ホーム,介護付有料老人ホーム　みんなの家・大和田,さいたま市見沼区大和田町1-525-1,60,11104
有料老人ホーム,ソラスト大宮見沼,さいたま市見沼区大字南中丸６３０,55,11104
軽費老人ホーム,ケアハウス美星苑,さいたま市見沼区南中野849－1,54,11104
有料老人ホーム,そんぽの家　大宮見沼,さいたま市見沼区大字南中丸317-2,53,11104
有料老人ホーム,ソラスト大宮東〔平成23年度新規事業所〕,さいたま市見沼区大谷6,50,11104
サ高住,ななさと翔裕館,さいたま市見沼区春岡2丁目47-6,50,11104
有料老人ホーム,介護付有料老人ホームみんなの家・南中野,さいたま市見沼区南中野１０５１－１,45,11104
有料老人ホーム,介護付有料老人ホームみんなの家・七里新堤,さいたま市見沼区大字新堤116番1,39,11104
有料老人ホーム,介護付有料老人ホームみんなの家・南中丸,さいたま市見沼区南中丸206-6,36,11104
サ高住,ロイヤルレジデンス見沼,さいたま市見沼区大谷388-1,36,11104
サ高住,おおみや公園翔裕館２号館,さいたま市見沼区南中丸250-1,36,11104
有料老人ホーム,聖蹟プライムケアコート東大宮,さいたま市見沼区春野２丁目１０番２５号,32,11104
有料老人ホーム,有料老人ホーム　サニーライフ与野本町,さいたま市中央区円阿弥四丁目7番21号,67,11105
有料老人ホーム,ライフコミューン南与野,さいたま市中央区鈴谷2-1234-5,66,11105
有料老人ホーム,ベストライフ与野,さいたま市中央区上落合8-10-13,66,11105
有料老人ホーム,ベストライフさいたま,さいたま市中央区鈴谷5-2-5,63,11105
有料老人ホーム,有料老人ホーム　サニーライフ北与野,さいたま市中央区上落合2-9-11,62,11105
有料老人ホーム,介護付有料老人ホームみんなの家・与野公園,さいたま市中央区本町東５－６－５,60,11105
サ高住,ホームステーション　らいふ与野本町,さいたま市中央区鈴谷6-12-10,57,11105
サ高住,まどか南与野,さいたま市中央区大戸三丁目１２番８号,56,11105
有料老人ホーム,まどかさいたま新都心,さいたま市中央区上落合四丁目2番16号,54,11105
有料老人ホーム,介護付有料老人ホーム　ソラストさいたま中央,さいたま市中央区鈴谷8-2-5,54,11105
有料老人ホーム,介護付有料老人ホーム　みんなの家・中央区円阿弥,さいたま市中央区円阿弥5丁目5番17号,51,11105
有料老人ホーム,メディカルケアホーム与野中央,さいたま市中央区上峰三丁目6-2,50,11105
有料老人ホーム,あいらの杜　埼玉与野,さいたま市中央区円阿弥2丁目11番22号,50,11105
有料老人ホーム,リアンレーヴさいたま新都心,さいたま市中央区円阿弥3-2-30,46,11105
有料老人ホーム,そんぽの家　南与野,さいたま市中央区鈴谷4-9-11,42,11105
有料老人ホーム,アズハイム中浦和,さいたま市桜区西堀2-21-9,72,11106
有料老人ホーム,ニチイホーム　与野本町,さいたま市桜区上大久保932番1,66,11106
有料老人ホーム,リハビリホームまどか中浦和,さいたま市桜区西堀一丁目18番26号,54,11106
有料老人ホーム,株式会社ケア21　介護付き有料老人ホーム　プレザンメゾンさいたま南与野,さいたま市桜区南元宿1-2-29,53,11106
有料老人ホーム,あずみ苑グランデ桜,さいたま市桜区栄和6-14-3,50,11106
有料老人ホーム,有料老人ホーム　サニーライフさいたま桜,さいたま市桜区栄和1丁目23番12号,50,11106
有料老人ホーム,浦和さくら翔裕館,さいたま市桜区桜田2-9-10,40,11106
有料老人ホーム（地域密着型）,ミモザ浦和,さいたま市桜区大字神田７１５番地,29,11106
有料老人ホーム,ソナーレ浦和,さいたま市浦和区東高砂町26-17,68,11107
サ高住,ヒューマンライフケア　浦和の樹,さいたま市浦和区東高砂町4-1,66,11107
有料老人ホーム,ニチイホーム　北浦和,さいたま市浦和区大東2丁目3番11号,66,11107
有料老人ホーム,センチュリーシティ北浦和,さいたま市浦和区領家6-3-14,58,11107
有料老人ホーム,まどか浦和上木崎,さいたま市浦和区上木崎4丁目7番28号,58,11107
有料老人ホーム,メディカル・リハビリホームまどか北浦和,さいたま市浦和区本太三丁目36番18号,57,11107
有料老人ホーム,メディカルホームまどか浦和領家,さいたま市浦和区領家七丁目５番２２号,54,11107
有料老人ホーム,木下の介護　リアンレーヴ浦和,さいたま市浦和区前地3-5-2,49,11107
有料老人ホーム,有料老人ホーム浦和やわらぎ苑,さいたま市浦和区本太３－４－１３,39,11107
サ高住,リハビリの家　北浦和,さいたま市浦和区木崎2-25-20,29,11107
有料老人ホーム,ベストライフ南浦和,さいたま市南区南浦和2-10-3,93,11108
有料老人ホーム,有料老人ホーム　サニーライフ南浦和,さいたま市南区文蔵3丁目25番地１号,86,11108
有料老人ホーム,介護付有料老人ホーム ル・レーヴ南浦和,さいたま市南区大谷口９６７－１,75,11108
有料老人ホーム,ＳＯＭＰＯケアラヴィーレ武蔵浦和,さいたま市南区辻5-8-3,73,11108
サ高住,センチュリーハウス武蔵浦和,さいたま市南区鹿手袋4-32-30,65,11108
有料老人ホーム,イリーゼ中浦和,さいたま市南区鹿手袋2-6-20,63,11108
有料老人ホーム,アズハイム南浦和,さいたま市南区文蔵３丁目31番12号,60,11108
有料老人ホーム,グランダ武蔵浦和,さいたま市南区白幡6丁目10番15号,60,11108
有料老人ホーム,アースサポートクオリア東浦和,さいたま市南区大谷口2348番地4,60,11108
有料老人ホーム,メディカルホームまどか武蔵浦和,さいたま市南区四谷三丁目13番20号,54,11108
有料老人ホーム,スマイリングホーム　メディス武蔵浦和,さいたま市南区鹿手袋5‐5‐6,44,11108
有料老人ホーム,ル・レーヴ南浦和　さくら館,さいたま市南区大谷口972-7,41,11108
有料老人ホーム,ボンセジュール南浦和,さいたま市南区南浦和2丁目9番3号,38,11108
有料老人ホーム,有料老人ホーム　サニーライフ東浦和,さいたま市緑区東浦和８－１－２,161,11109
有料老人ホーム,アズハイム東浦和,さいたま市緑区東浦和2-22-3,77,11109
有料老人ホーム,アンサンブル浦和,さいたま市緑区大門1605番地3,77,11109
有料老人ホーム,ニチイホーム 東浦和,さいたま市緑区大間木816,70,11109
有料老人ホーム,さいたまケアコミュニティそよ風,さいたま市緑区道祖土１－７－３９,67,11109
有料老人ホーム,ホームステーションらいふ東浦和,さいたま市緑区東浦和5-27-13,54,11109
有料老人ホーム,グッドタイムナーシングホーム・東浦和,さいたま市緑区東浦和3-11-3,54,11109
有料老人ホーム,あんしんホーム浦和芝原,さいたま市緑区芝原三丁目14-1,50,11109
有料老人ホーム,アミカの郷　北浦和,さいたま市緑区三室1624-1,43,11109
有料老人ホーム,介護付有料老人ホームすこや家・東浦和,さいたま市緑区大間木５５０－１,36,11109
有料老人ホーム,介護付き有料老人ホーム　みんなの家　東浦和２,さいたま市緑区大間木1677-1,33,11109
