type,name,address,capacity,code,coordinate,residential,demand,capacity_pct,capacity_per_k,longitude,latitude
介護老人福祉施設,特別養護老人ホーム川名山荘,名古屋市昭和区川名山町6番地の7,80,23107,"[136.960114, 35.146461]",1,13063.45,0.6123956535218491,6.1239565352184915,136.960114,35.146461
介護老人福祉施設,特別養護老人ホームなごやかハウス福原,名古屋市昭和区福原町1丁目40番地,60,23107,"[136.959152, 35.157158]",1,13063.45,0.45929674014138683,4.592967401413868,136.959152,35.157158
介護老人保健施設,介護老人保健施設　ごきその杜,名古屋市昭和区御器所二丁目9番7号,48,23107,"[136.921997, 35.148441]",1,13063.45,0.36743739211310944,3.674373921131094,136.921997,35.148441
介護老人保健施設,老人保健施設　ヴィラかわな,名古屋市昭和区山花町54番地1,36,23107,"[136.951324, 35.150536]",1,13063.45,0.27557804408483205,2.7557804408483206,136.951324,35.150536
認知症対応型共同生活介護,えくせれんと鶴舞,名古屋市昭和区鶴舞3丁目8番10,27,23107,"[136.920258, 35.152065]",1,13063.45,0.20668353306362405,2.0668353306362404,136.920258,35.152065
介護老人保健施設,介護老人保健施設いつきの里石川橋,名古屋市昭和区檀渓通5丁目26番地,22,23107,"[136.945084, 35.139626]",1,13063.45,0.1684088047185085,1.684088047185085,136.945084,35.139626
認知症対応型共同生活介護,グループホームよりあい処向山,名古屋市昭和区向山町３－３０,18,23107,"[136.954834, 35.149288]",1,13063.45,0.13778902204241603,1.3778902204241603,136.954834,35.149288
認知症対応型共同生活介護,グループホームあじさい「つるまい」,名古屋市昭和区山脇町4丁目8-9,18,23107,"[136.926178, 35.154552]",1,13063.45,0.13778902204241603,1.3778902204241603,136.926178,35.154552
認知症対応型共同生活介護,認知症グループホームみなみやま,名古屋市昭和区南山町5番地,18,23107,"[136.954926, 35.140285]",1,13063.45,0.13778902204241603,1.3778902204241603,136.954926,35.140285
認知症対応型共同生活介護,グループホーム滝子通一丁目,名古屋市昭和区滝子通1-8-3,18,23107,"[136.919937, 35.13979]",1,13063.45,0.13778902204241603,1.3778902204241603,136.919937,35.13979
認知症対応型共同生活介護,グループホーム　ソラスト白金,名古屋市昭和区白金1-20-3,18,23107,"[136.914536, 35.147942]",1,13063.45,0.13778902204241603,1.3778902204241603,136.914536,35.147942
認知症対応型共同生活介護,グループホームまりん,名古屋市昭和区恵方町1丁目17番地の1,9,23107,"[136.928757, 35.145645]",1,13063.45,0.06889451102120801,0.6889451102120802,136.928757,35.145645
認知症対応型共同生活介護,グループホームまりん広池,名古屋市昭和区広池町40番,9,23107,"[136.926971, 35.142277]",1,13063.45,0.06889451102120801,0.6889451102120802,136.926971,35.142277
介護老人保健施設,老人保健施設瑞穂,名古屋市瑞穂区荒崎町６－２９,126,23108,"[136.923798, 35.112381]",1,13966.246000000001,0.9021751442728418,9.02175144272842,136.923798,35.112381
介護老人福祉施設,特別養護老人ホーム　オーネスト神穂,名古屋市瑞穂区神穂町5番10号,100,23108,"[136.924164, 35.114323]",1,13966.246000000001,0.7160120192641601,7.160120192641601,136.924164,35.114323
介護老人福祉施設,特別養護老人ホーム　メリーホーム大喜,名古屋市瑞穂区大喜町一丁目5番5,90,23108,"[136.923813, 35.125362]",1,13966.246000000001,0.6444108173377441,6.44410817337744,136.923813,35.125362
介護老人保健施設,介護老人保健施設　セントラル堀田,名古屋市瑞穂区田光町一丁目４番地,85,23108,"[136.921951, 35.12402]",1,13966.246000000001,0.6086102163745362,6.086102163745362,136.921951,35.12402
介護老人福祉施設,特別養護老人ホームシルバーピアみずほ,名古屋市瑞穂区明前町15-17,80,23108,"[136.922501, 35.110382]",1,13966.246000000001,0.5728096154113281,5.728096154113281,136.922501,35.110382
介護老人福祉施設,特別養護老人ホーム　美保岐の丘,名古屋市瑞穂区田辺通一丁目21番地,80,23108,"[136.944778, 35.135674]",1,13966.246000000001,0.5728096154113281,5.728096154113281,136.944778,35.135674
介護老人福祉施設,特別養護老人ホーム　なごやかハウス岳見,名古屋市瑞穂区岳見町3丁目4番地の1,50,23108,"[136.953262, 35.126553]",1,13966.246000000001,0.35800600963208007,3.5800600963208007,136.953262,35.126553
認知症対応型共同生活介護,グループホームさんさらな,名古屋市瑞穂区山下通5丁目29番地の2,27,23108,"[136.94635, 35.121471]",1,13966.246000000001,0.19332324520132324,1.9332324520132325,136.94635,35.121471
認知症対応型共同生活介護,グループホーム　エム･ケア桜山,名古屋市瑞穂区駒場町3丁目7番地,27,23108,"[136.93158, 35.138058]",1,13966.246000000001,0.19332324520132324,1.9332324520132325,136.93158,35.138058
認知症対応型共同生活介護,瑞穂ケアセンターあお空,名古屋市瑞穂区大喜新町4－36,18,23108,"[136.92569, 35.126991]",1,13966.246000000001,0.12888216346754883,1.2888216346754882,136.92569,35.126991
認知症対応型共同生活介護,ニチイケアセンター石川橋,名古屋市瑞穂区大殿町２丁目７番４,18,23108,"[136.940857, 35.132915]",1,13966.246000000001,0.12888216346754883,1.2888216346754882,136.940857,35.132915
認知症対応型共同生活介護,ニチイケアセンター滝子,名古屋市瑞穂区竹田町１－１９－３,18,23108,"[136.92067, 35.138893]",1,13966.246000000001,0.12888216346754883,1.2888216346754882,136.92067,35.138893
認知症対応型共同生活介護,瑞穂やわらぎ苑,名古屋市瑞穂区井の元町２０５番地,18,23108,"[136.959427, 35.115589]",1,13966.246000000001,0.12888216346754883,1.2888216346754882,136.959427,35.115589
認知症対応型共同生活介護,ぐるーぷほーむ花ごころ瑞穂,名古屋市瑞穂区膳棚町2－47,18,23108,"[136.938751, 35.125378]",1,13966.246000000001,0.12888216346754883,1.2888216346754882,136.938751,35.125378
認知症対応型共同生活介護,グループホームたのしい家瑞穂,名古屋市瑞穂区惣作町3-55-1,18,23108,"[136.928558, 35.120712]",1,13966.246000000001,0.12888216346754883,1.2888216346754882,136.928558,35.120712
介護老人保健施設,ユニット型介護老人保健施設　セントラル堀田,名古屋市瑞穂区田光町1丁目4番地,10,23108,"[136.921951, 35.12402]",1,13966.246000000001,0.07160120192641602,0.7160120192641601,136.921951,35.12402
認知症対応型共同生活介護,グループホーム大喜,名古屋市瑞穂区大喜町二丁目79番地,9,23108,"[136.92572, 35.124577]",1,13966.246000000001,0.06444108173377441,0.6444108173377441,136.92572,35.124577
認知症対応型共同生活介護,グループホームあっくん家,名古屋市瑞穂区大喜町4-27,9,23108,"[136.926758, 35.126247]",1,13966.246000000001,0.06444108173377441,0.6444108173377441,136.926758,35.126247
介護老人保健施設,みなと医療生活協同組合介護老人保健施設あつたの森,名古屋市熱田区五番町３番１６号,100,23109,"[136.890182, 35.117332]",1,8914.857,1.1217229844516856,11.217229844516856,136.890182,35.117332
介護老人保健施設,介護老人保健施設　かなやま,名古屋市熱田区桜田町９番３号,100,23109,"[136.907562, 35.140968]",1,8914.857,1.1217229844516856,11.217229844516856,136.907562,35.140968
介護老人福祉施設,ひびのファミリア,名古屋市熱田区比々野町27番地,100,23109,"[136.891876, 35.134182]",1,8914.857,1.1217229844516856,11.217229844516856,136.891876,35.134182
介護老人福祉施設,特別養護老人ホーム　オーネスト熱田の杜,名古屋市熱田区二番一丁目5番8号,90,23109,"[136.893509, 35.125477]",1,8914.857,1.009550686006517,10.095506860065171,136.893509,35.125477
介護老人福祉施設,グレイスフル熱田,名古屋市熱田区花表町1番26号,90,23109,"[136.916275, 35.128475]",1,8914.857,1.009550686006517,10.095506860065171,136.916275,35.128475
介護老人福祉施設,特別養護老人ホーム 喜多乃郷,名古屋市熱田区一番二丁目１２番２０号,81,23109,"[136.896286, 35.123814]",1,8914.857,0.9085956174058653,9.085956174058653,136.896286,35.123814
介護老人福祉施設,特別養護老人ホームなごやかハウス横田,名古屋市熱田区横田二丁目3番35号,80,23109,"[136.908691, 35.133465]",1,8914.857,0.8973783875613484,8.973783875613483,136.908691,35.133465
介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホーム　オーネストひびの大宝,名古屋市熱田区大宝一丁目1番3号,29,23109,"[136.893555, 35.133472]",1,8914.857,0.3252996654909888,3.252996654909888,136.893555,35.133472
介護老人福祉施設（地域密着型）,特別養護老人ホーム桜田ファミリア,名古屋市熱田区桜田町9番23号,29,23109,"[136.907379, 35.140068]",1,8914.857,0.3252996654909888,3.252996654909888,136.907379,35.140068
認知症対応型共同生活介護,グル―プホームあつた荘,名古屋市熱田区神戸町914番地,18,23109,"[136.905396, 35.119137]",1,8914.857,0.20191013720130338,2.0191013720130337,136.905396,35.119137
認知症対応型共同生活介護,グループホームフレンズハウス古新町,名古屋市熱田区古新町２丁目７２番地,18,23109,"[136.885376, 35.127247]",1,8914.857,0.20191013720130338,2.0191013720130337,136.885376,35.127247
認知症対応型共同生活介護,グループホーム　名古屋熱田の家,名古屋市熱田区１番３丁目８番２５号,18,23109,"[136.896362, 35.124481]",1,8914.857,0.20191013720130338,2.0191013720130337,136.896362,35.124481
認知症対応型共同生活介護,たのしい家金山,名古屋市熱田区池内町2-3,18,23109,"[136.911774, 35.139675]",1,8914.857,0.20191013720130338,2.0191013720130337,136.911774,35.139675
介護老人保健施設,老人保健施設　みず里,名古屋市中川区水里１丁目２３番地,181,23110,"[136.811783, 35.129848]",1,28312.469,0.6392942982118585,6.392942982118584,136.811783,35.129848
介護老人保健施設,医療法人　孝慈会　老人保健施設　ラ・ファミリア,名古屋市中川区東起町一丁目五番地１,150,23110,"[136.84137, 35.123211]",1,28312.469,0.5298019045954628,5.298019045954629,136.84137,35.123211
介護医療院,医療法人親和会富田病院　介護医療院,名古屋市中川区かの里一丁目３０１番地,117,23110,"[136.814819, 35.13364]",1,28312.469,0.413245485584461,4.13245485584461,136.814819,35.13364
介護老人福祉施設,特別養護老人ホームオーネスト千の音,名古屋市中川区冨田町大字千音寺字下川西８３３番地,110,23110,"[136.802719, 35.162357]",1,28312.469,0.3885213967033394,3.885213967033394,136.802719,35.162357
介護老人保健施設,医療法人開生会　老人保健施設ラベンダー,名古屋市中川区福島一丁目148番地,100,23110,"[136.800278, 35.122452]",1,28312.469,0.3532012697303086,3.532012697303086,136.800278,35.122452
介護老人福祉施設,特別養護老人ホーム　松寿苑,名古屋市中川区中須町235番地,100,23110,"[136.839951, 35.136532]",1,28312.469,0.3532012697303086,3.532012697303086,136.839951,35.136532
介護老人福祉施設,特別養護老人ホーム　共愛の里,名古屋市中川区下之一色町字権野108-4,100,23110,"[136.828125, 35.124111]",1,28312.469,0.3532012697303086,3.532012697303086,136.828125,35.124111
介護老人福祉施設,特別養護老人ホーム第２共愛の里,名古屋市中川区下之一色町権野108-6,100,23110,"[136.828125, 35.124111]",1,28312.469,0.3532012697303086,3.532012697303086,136.828125,35.124111
介護老人福祉施設,特別養護老人ホーム　オーネスト堀川,名古屋市中川区十一番町4丁目5番地の1,100,23110,"[136.880386, 35.122158]",1,28312.469,0.3532012697303086,3.532012697303086,136.880386,35.122158
介護老人福祉施設,特別養護老人ホーム　オーネスト戸田川,名古屋市中川区富永四丁目266番地,90,23110,"[136.805496, 35.121277]",1,28312.469,0.31788114275727775,3.1788114275727777,136.805496,35.121277
介護老人保健施設,老人保健施設　松和苑,名古屋市中川区かの里三丁目901番地,80,23110,"[136.814819, 35.128613]",1,28312.469,0.28256101578424686,2.8256101578424686,136.814819,35.128613
介護老人保健施設,介護老人保健施設　千音寺,名古屋市中川区富田町大字千音寺字間渡里2834番1,80,23110,"[136.812637, 35.157059]",1,28312.469,0.28256101578424686,2.8256101578424686,136.812637,35.157059
介護老人保健施設,介護老人保健施設　雅,名古屋市中川区東春田二丁目190番地,60,23110,"[136.816956, 35.141083]",1,28312.469,0.21192076183818515,2.1192076183818513,136.816956,35.141083
介護老人福祉施設,特別養護老人ホームフラワー園,名古屋市中川区尾頭橋四丁目１０番１８号,60,23110,"[136.888672, 35.147884]",1,28312.469,0.21192076183818515,2.1192076183818513,136.888672,35.147884
介護老人福祉施設,特別養護老人ホーム　高杉共愛の里,名古屋市中川区高杉町２６１番地,60,23110,"[136.841705, 35.126289]",1,28312.469,0.21192076183818515,2.1192076183818513,136.841705,35.126289
介護老人福祉施設,特別養護老人ホーム豊治共愛の里,名古屋市中川区水里五丁目７５７番地,54,23110,"[136.802765, 35.128563]",1,28312.469,0.19072868565436663,1.9072868565436663,136.802765,35.128563
介護老人保健施設,ユニット型サテライト型小規模介護老人保健施設　シンセーロ,名古屋市中川区水里三丁目231番地,29,23110,"[136.806976, 35.129204]",1,28312.469,0.10242836822178948,1.024283682217895,136.806976,35.129204
介護老人保健施設,ユニット老健　華,名古屋市中川区東春田二丁目192番地,29,23110,"[136.816956, 35.141083]",1,28312.469,0.10242836822178948,1.024283682217895,136.816956,35.141083
介護老人福祉施設（地域密着型）,オーネスト紫の郷,名古屋市中川区富永4丁目278番地,29,23110,"[136.804916, 35.123009]",1,28312.469,0.10242836822178948,1.024283682217895,136.804916,35.123009
介護老人福祉施設（地域密着型）,特別養護老人ホーム　豊治共愛の家,名古屋市中川区水里五丁目７５５番地,29,23110,"[136.801941, 35.126396]",1,28312.469,0.10242836822178948,1.024283682217895,136.801941,35.126396
認知症対応型共同生活介護,東海橋苑グループホーム東起3号館,名古屋市中川区東起町5-40-1,27,23110,"[136.841248, 35.118137]",1,28312.469,0.09536434282718331,0.9536434282718331,136.841248,35.118137
介護療養型医療施設,共愛病院,名古屋市中川区下之一色町字権野148-1,20,23110,"[136.830109, 35.123909]",1,28312.469,0.07064025394606172,0.7064025394606172,136.830109,35.123909
介護老人福祉施設（地域密着型）,特別養護老人ホーム　あんのん,名古屋市中川区西日置町十丁目201番地,20,23110,"[136.885345, 35.158131]",1,28312.469,0.07064025394606172,0.7064025394606172,136.885345,35.158131
認知症対応型共同生活介護,グループホーム　セラビ高畑,名古屋市中川区高畑五丁目249番地,18,23110,"[136.850235, 35.143604]",1,28312.469,0.06357622855145555,0.6357622855145555,136.850235,35.143604
認知症対応型共同生活介護,グループホーム　グリーンハウス,名古屋市中川区前田西町二丁目９１２番地,18,23110,"[136.830505, 35.137112]",1,28312.469,0.06357622855145555,0.6357622855145555,136.830505,35.137112
認知症対応型共同生活介護,グループホームサンハウス荒子,名古屋市中川区高畑2丁目274番地,18,23110,"[136.856216, 35.137779]",1,28312.469,0.06357622855145555,0.6357622855145555,136.856216,35.137779
認知症対応型共同生活介護,グループホーム名古屋中川の家,名古屋市中川区吉津４－１３０３,18,23110,"[136.820694, 35.148075]",1,28312.469,0.06357622855145555,0.6357622855145555,136.820694,35.148075
認知症対応型共同生活介護,グループホーム 名古屋一色の家,名古屋市中川区一色新町二丁目2001番地,18,23110,"[136.829773, 35.128807]",1,28312.469,0.06357622855145555,0.6357622855145555,136.829773,35.128807
認知症対応型共同生活介護,グループホーム千音寺,名古屋市中川区富田町大字千音寺字間渡里2883番地,18,23110,"[136.812637, 35.157059]",1,28312.469,0.06357622855145555,0.6357622855145555,136.812637,35.157059
認知症対応型共同生活介護,グループホームフレンズハウス中島新町,名古屋市中川区中島新町一丁目５０２番地,18,23110,"[136.853317, 35.129951]",1,28312.469,0.06357622855145555,0.6357622855145555,136.853317,35.129951
認知症対応型共同生活介護,愛の家グループホーム中川吉津,名古屋市中川区吉津4丁目2609,18,23110,"[136.81871, 35.14896]",1,28312.469,0.06357622855145555,0.6357622855145555,136.81871,35.14896
認知症対応型共同生活介護,グループホーム　はるた,名古屋市中川区東春田３－１９８,18,23110,"[136.81752, 35.137817]",1,28312.469,0.06357622855145555,0.6357622855145555,136.81752,35.137817
認知症対応型共同生活介護,ニチイケアセンター高畑,名古屋市中川区東中島町6-22,18,23110,"[136.855042, 35.127125]",1,28312.469,0.06357622855145555,0.6357622855145555,136.855042,35.127125
認知症対応型共同生活介護,ニチイケアセンター春田,名古屋市中川区春田3-100,18,23110,"[136.812637, 35.142002]",1,28312.469,0.06357622855145555,0.6357622855145555,136.812637,35.142002
認知症対応型共同生活介護,東海橋苑グループホーム東起,名古屋市中川区東起町4丁目154番地1番,18,23110,"[136.841232, 35.118652]",1,28312.469,0.06357622855145555,0.6357622855145555,136.841232,35.118652
認知症対応型共同生活介護,グループホーム一色,名古屋市中川区下之一色町宮分１４７-１,18,23110,"[136.833496, 35.12529]",1,28312.469,0.06357622855145555,0.6357622855145555,136.833496,35.12529
認知症対応型共同生活介護,グループホーム導夢,名古屋市中川区吉良町138-4,18,23110,"[136.860992, 35.140305]",1,28312.469,0.06357622855145555,0.6357622855145555,136.860992,35.140305
認知症対応型共同生活介護,グループホームやすらぎの里　中野新町,名古屋市中川区中野新町三丁目51番地,18,23110,"[136.872711, 35.127392]",1,28312.469,0.06357622855145555,0.6357622855145555,136.872711,35.127392
認知症対応型共同生活介護,愛の家グループホーム中川新家,名古屋市中川区新家三丁目301番地,17,23110,"[136.804413, 35.15947]",1,28312.469,0.06004421585415246,0.6004421585415246,136.804413,35.15947
認知症対応型共同生活介護,グループホーム　フレンズハウス草平,名古屋市中川区草平町二丁目４番地,9,23110,"[136.856018, 35.129963]",1,28312.469,0.03178811427572777,0.31788114275727775,136.856018,35.129963
認知症対応型共同生活介護,グループホーム　フレンズハウス大塩,名古屋市中川区大塩町三丁目２５番地,9,23110,"[136.861023, 35.128929]",1,28312.469,0.03178811427572777,0.31788114275727775,136.861023,35.128929
認知症対応型共同生活介護,グループホーム名古屋荒子の家,名古屋市中川区荒子一丁目４１番地,9,23110,"[136.859116, 35.142643]",1,28312.469,0.03178811427572777,0.31788114275727775,136.859116,35.142643
介護老人保健施設,介護老人保健施設トリトン,名古屋市港区西倉町１番14号,105,23111,"[136.879578, 35.096581]",1,19790.129999999997,0.5305675101679475,5.3056751016794745,136.879578,35.096581
介護老人保健施設,医療法人東樹会あずま老人保健施設,名古屋市港区港楽三丁目１４番１１号,100,23111,"[136.884354, 35.102005]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.884354,35.102005
介護老人保健施設,老人保健施設ケア・サポート新茶屋,名古屋市港区新茶屋三丁目901番地,100,23111,"[136.814316, 35.09996]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.814316,35.09996
介護老人保健施設,介護老人保健施設あんず,名古屋市港区西福田一丁目636番地,100,23111,"[136.810318, 35.120583]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.810318,35.120583
介護老人保健施設,老人保健施設かいこう,名古屋市港区新茶屋三丁目915番地,100,23111,"[136.814316, 35.09996]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.814316,35.09996
介護老人福祉施設,特別養護老人ホーム幸楽荘,名古屋市港区小川一丁目17番地,100,23111,"[136.817612, 35.098667]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.817612,35.098667
介護老人福祉施設,特別養護老人ホーム　こすも,名古屋市港区木場町２番地の125,100,23111,"[136.898575, 35.10429]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.898575,35.10429
介護老人福祉施設,特別養護老人ホーム希望の郷,名古屋市港区新茶屋2丁目1501番地,100,23111,"[136.806, 35.106045]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.806,35.106045
介護老人福祉施設,特別養護老人ホーム東茶屋御苑,名古屋市港区東茶屋二丁目401番地の1,100,23111,"[136.827271, 35.105652]",1,19790.129999999997,0.5053023906361404,5.053023906361403,136.827271,35.105652
介護老人福祉施設,特別養護老人ホームなごやかハウス野跡,名古屋市港区野跡五丁目2番3号,80,23111,"[136.854767, 35.083267]",1,19790.129999999997,0.40424191250891234,4.042419125089124,136.854767,35.083267
介護老人福祉施設,特別養護老人ホーム　サービスネットワーク南陽,名古屋市港区新茶屋１丁目１７０１,80,23111,"[136.806824, 35.109119]",1,19790.129999999997,0.40424191250891234,4.042419125089124,136.806824,35.109119
介護老人福祉施設,特別養護老人ホーム　なごやかハウス丸池,名古屋市港区丸池町1丁目3番地,80,23111,"[136.871109, 35.117481]",1,19790.129999999997,0.40424191250891234,4.042419125089124,136.871109,35.117481
介護老人保健施設,老人保健施設みなと,名古屋市港区名四町114番地,69,23111,"[136.867111, 35.099571]",1,19790.129999999997,0.3486586495389369,3.4865864953893686,136.867111,35.099571
介護老人福祉施設,特別養護老人ホーム　港寿楽苑,名古屋市港区寛政町6丁目10番地,60,23111,"[136.858948, 35.106445]",1,19790.129999999997,0.30318143438168427,3.031814343816843,136.858948,35.106445
介護老人福祉施設,特別養護老人ホーム　なごやかハウス神宮寺,名古屋市港区神宮寺二丁目２０１番地,50,23111,"[136.8461, 35.097668]",1,19790.129999999997,0.2526511953180702,2.5265119531807017,136.8461,35.097668
介護老人福祉施設（地域密着型）,特別養護老人ホーム第二幸楽荘,名古屋市港区小川一丁目１９番地,29,23111,"[136.817337, 35.098244]",1,19790.129999999997,0.1465376932844807,1.4653769328448072,136.817337,35.098244
介護老人福祉施設（地域密着型）,特別養護老人ホーム　華の郷南陽,名古屋市港区新茶屋１丁目１７２８,29,23111,"[136.806824, 35.109119]",1,19790.129999999997,0.1465376932844807,1.4653769328448072,136.806824,35.109119
介護老人福祉施設（地域密着型）,特別養護老人ホーム　おおて幸楽園,名古屋市港区名四町１７８番地２,29,23111,"[136.868851, 35.098564]",1,19790.129999999997,0.1465376932844807,1.4653769328448072,136.868851,35.098564
介護老人福祉施設（地域密着型）,特別養護老人ホーム　第二希望の郷,名古屋市港区新茶屋2丁目1506,29,23111,"[136.806, 35.106045]",1,19790.129999999997,0.1465376932844807,1.4653769328448072,136.806,35.106045
介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホーム　木場清里苑,名古屋市港区木場町1番地の11,29,23111,"[136.900253, 35.107117]",1,19790.129999999997,0.1465376932844807,1.4653769328448072,136.900253,35.107117
介護老人福祉施設（地域密着型）,特別養護老人ホーム　第Ⅱ港寿楽苑,名古屋市港区寛政町1丁目32番地,29,23111,"[136.864731, 35.106586]",1,19790.129999999997,0.1465376932844807,1.4653769328448072,136.864731,35.106586
認知症対応型共同生活介護,グループホーム　敬親庵,名古屋市港区寛政町7丁目18番地,27,23111,"[136.858154, 35.105598]",1,19790.129999999997,0.1364316454717579,1.364316454717579,136.858154,35.105598
認知症対応型共同生活介護,グループホーム　あみーご倶楽部港,名古屋市港区七反野2004-2,27,23111,"[136.820129, 35.114201]",1,19790.129999999997,0.1364316454717579,1.364316454717579,136.820129,35.114201
認知症対応型共同生活介護,きずなの里みなと,名古屋市港区東茶屋１丁目４６２番地,18,23111,"[136.831375, 35.109417]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.831375,35.109417
認知症対応型共同生活介護,（有）ほほえみグループホーム日陽,名古屋市港区六軒家1022番地,18,23111,"[136.796341, 35.114059]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.796341,35.114059
認知症対応型共同生活介護,グループホーム　フレンズハウス七番町,名古屋市港区七番町五丁目１２番地,18,23111,"[136.887558, 35.113979]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.887558,35.113979
認知症対応型共同生活介護,グループホーム　和樂,名古屋市港区八百島二丁目８０５番地,18,23111,"[136.820084, 35.117306]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.820084,35.117306
認知症対応型共同生活介護,グループホーム　なごみの里,名古屋市港区東蟹田１００１番地,18,23111,"[136.820908, 35.122723]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.820908,35.122723
認知症対応型共同生活介護,グループホーム　フレンズハウス七反野,名古屋市港区七反野一丁目９０４番地,18,23111,"[136.820236, 35.11404]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.820236,35.11404
認知症対応型共同生活介護,愛の家　グループホーム　八百島,名古屋市港区八百島1丁目２０１,18,23111,"[136.82196, 35.119221]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.82196,35.119221
認知症対応型共同生活介護,〔株〕ニチイ学館　ニチイケアセンター当知,名古屋市港区当知3丁目305-2,18,23111,"[136.845367, 35.113201]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.845367,35.113201
認知症対応型共同生活介護,プレミアムグループホーム　フレンズハウス小川,名古屋市港区小川一丁目105番地,18,23111,"[136.815567, 35.096668]",1,19790.129999999997,0.09095443031450527,0.9095443031450527,136.815567,35.096668
介護老人保健施設,大同老人保健施設,名古屋市南区白水町9番地,129,23112,"[136.907043, 35.07468]",1,20802.949,0.6201043900073975,6.201043900073975,136.907043,35.07468
介護老人保健施設,老人保健施設シルピス大磯,名古屋市南区戸部町三丁目５５番地,103,23112,"[136.930038, 35.100784]",1,20802.949,0.49512210985086774,4.951221098508677,136.930038,35.100784
介護老人保健施設,中京病院附属介護老人保健施設,名古屋市南区三条1丁目1番１０号,100,23112,"[136.902359, 35.109692]",1,20802.949,0.4807010775251143,4.807010775251143,136.902359,35.109692
介護老人保健施設,名南介護老人保健施設かたらいの里,名古屋市南区豊田五丁目１５番１８号,100,23112,"[136.915466, 35.10186]",1,20802.949,0.4807010775251143,4.807010775251143,136.915466,35.10186
介護老人保健施設,医療法人大仁会 介護老人保健施設 アットホーム宮の渡し,名古屋市南区明治一丁目14番56号,100,23112,"[136.902786, 35.113438]",1,20802.949,0.4807010775251143,4.807010775251143,136.902786,35.113438
介護老人保健施設,セントラル内田橋,名古屋市南区内田橋一丁目４番２４号,100,23112,"[136.906052, 35.115128]",1,20802.949,0.4807010775251143,4.807010775251143,136.906052,35.115128
介護老人福祉施設,特別養護老人ホーム南生苑,名古屋市南区西又兵ヱ町4丁目8番2,100,23112,"[136.915573, 35.093006]",1,20802.949,0.4807010775251143,4.807010775251143,136.915573,35.093006
介護老人福祉施設,特別養護老人ホームはるかぜ,名古屋市南区要町４丁目１３番地,100,23112,"[136.924438, 35.075535]",1,20802.949,0.4807010775251143,4.807010775251143,136.924438,35.075535
介護老人福祉施設,特別養護老人ホーム　内田橋清凉苑,名古屋市南区明治一丁目6番9号,100,23112,"[136.906204, 35.115883]",1,20802.949,0.4807010775251143,4.807010775251143,136.906204,35.115883
介護老人福祉施設,特別養護老人ホームケアマキス柴田,名古屋市南区柴田本通四丁目15番地,85,23112,"[136.91066, 35.072311]",1,20802.949,0.4085959158963472,4.085959158963472,136.91066,35.072311
介護老人福祉施設,特別養護老人ホーム　なごやかハウス三条,名古屋市南区三条二丁目16番42号,80,23112,"[136.903839, 35.106327]",1,20802.949,0.3845608620200915,3.845608620200915,136.903839,35.106327
介護老人福祉施設,ゆうあいの里大同,名古屋市南区白水町２０番地,80,23112,"[136.905823, 35.075603]",1,20802.949,0.3845608620200915,3.845608620200915,136.905823,35.075603
介護老人福祉施設,特別養護老人ホームオレンジタウン笠寺,名古屋市南区前浜通二丁目１番地の２,80,23112,"[136.928116, 35.094173]",1,20802.949,0.3845608620200915,3.845608620200915,136.928116,35.094173
介護老人福祉施設,特別養護老人ホームオレンジタウン笠寺Ⅱ,名古屋市南区前浜通２丁目１番地の３,80,23112,"[136.928116, 35.094173]",1,20802.949,0.3845608620200915,3.845608620200915,136.928116,35.094173
介護医療院,介護医療院名南ふれあい病院,名古屋市南区豊田五丁目15番18号,60,23112,"[136.915466, 35.10186]",1,20802.949,0.2884206465150686,2.884206465150686,136.915466,35.10186
介護老人保健施設,老健あんき,名古屋市南区星崎一丁目１２３番地,29,23112,"[136.935165, 35.081787]",1,20802.949,0.13940331248228316,1.3940331248228315,136.935165,35.081787
介護老人福祉施設（地域密着型）,特別養護老人ホーム　大地の丘笠寺,名古屋市南区松城町3丁目34番地の1,29,23112,"[136.931427, 35.09882]",1,20802.949,0.13940331248228316,1.3940331248228315,136.931427,35.09882
認知症対応型共同生活介護,名古屋南ケアセンターそよ風,名古屋市南区白雲町６番地,18,23112,"[136.938034, 35.099365]",1,20802.949,0.08652619395452059,0.8652619395452059,136.938034,35.099365
認知症対応型共同生活介護,グループホームほっと館なみき,名古屋市南区内田橋二丁目４番３号,18,23112,"[136.910629, 35.116329]",1,20802.949,0.08652619395452059,0.8652619395452059,136.910629,35.116329
