,type,name,address,capacity,code,coordinate,residential,demand,capacity_pct,capacity_per_k,longitude,latitude
1599,認知症対応型共同生活介護,グループホーム平里の家,長万部町字平里４３番地２３,36,01347,"[140.349884, 42.495049]",1,1144.174,3.1463745898788122,31.463745898788122,140.349884,42.495049
1600,介護老人福祉施設,特別養護老人ホーム　えさし荘,江差町字柳崎町78番2,130,01361,"[140.14679, 41.91951]",1,1533.8359999999998,8.475482385339763,84.75482385339762,140.14679,41.91951
1601,介護老人保健施設,介護老人保健施設　カタセールえさし,江差町字尾山町153番地1,80,01361,"[140.202271, 41.88818]",1,1533.8359999999998,5.215681467901393,52.156814679013934,140.202271,41.88818
1602,認知症対応型共同生活介護,グループホーム・なごみ,江差町字田沢町492番地3,18,01361,"[140.142929, 41.902592]",1,1533.8359999999998,1.1735283302778134,11.735283302778134,140.142929,41.902592
1603,認知症対応型共同生活介護,グループホーム・あかり,江差町字田沢町492番地8,9,01361,"[140.142929, 41.902592]",1,1533.8359999999998,0.5867641651389067,5.867641651389067,140.142929,41.902592
1604,介護老人福祉施設,特別養護老人ホーム　かみのくに荘,上ノ国町字勝山２４番地,50,01362,"[140.10965, 41.794559]",1,965.078,5.180928380918433,51.809283809184336,140.10965,41.794559
1605,認知症対応型共同生活介護,グループホームおだやか,上ノ国町字上ノ国274番地の1,15,01362,"[140.108612, 41.802895]",1,965.078,1.55427851427553,15.5427851427553,140.108612,41.802895
1606,認知症対応型共同生活介護,認知症高齢者グループホーム　勝山,上ノ国町字勝山１３６番地の３,9,01362,"[140.10965, 41.794559]",1,965.078,0.9325671085653181,9.32567108565318,140.10965,41.794559
1607,介護老人福祉施設,特別養護老人ホームあっさぶ荘,厚沢部町赤沼町３７８番地３,30,01363,"[140.225433, 41.930866]",1,806.732,3.718707079922453,37.18707079922453,140.225433,41.930866
1608,介護老人福祉施設（地域密着型）,地域密着型小規模特別養護老人ホーム　あっさぶ荘やまぶき,厚沢部町赤沼町378番地,20,01363,"[140.225433, 41.930866]",1,806.732,2.4791380532816354,24.791380532816355,140.225433,41.930866
1609,認知症対応型共同生活介護,グループホーム巴,厚沢部町滝野518-1,18,01363,"[140.247375, 41.948681]",1,806.732,2.2312242479534716,22.312242479534717,140.247375,41.948681
1610,認知症対応型共同生活介護,グループホーム巴新町,厚沢部町新町115,15,01363,"[140.225861, 41.921024]",1,806.732,1.8593535399612264,18.593535399612264,140.225861,41.921024
1611,介護老人福祉施設（地域密着型）,地域密着型小規模特別養護老人ホーム　あっさぶ荘やまぶき,厚沢部町赤沼町378番地,9,01363,"[140.225433, 41.930866]",1,806.732,1.1156121239767358,11.156121239767359,140.225433,41.930866
1612,介護老人福祉施設,乙部町立特別養護老人ホームおとべ荘,乙部町字元和200番地の1,50,01364,"[140.141617, 42.047806]",1,825.766,6.054984099611755,60.54984099611755,140.141617,42.047806
1613,認知症対応型共同生活介護,シルバーハウスケープ赤石,乙部町字元和84-8,9,01364,"[140.141617, 42.047806]",1,825.766,1.089897137930116,10.898971379301159,140.141617,42.047806
1614,認知症対応型共同生活介護,シルバーハウス第２ケープ赤石,乙部町字元和84-8,9,01364,"[140.141617, 42.047806]",1,825.766,1.089897137930116,10.898971379301159,140.141617,42.047806
1615,介護老人福祉施設,特別養護老人ホームおくしり荘,奥尻町字青苗４４２番地２１,30,01367,"[139.448227, 42.059505]",1,525.337,5.7106200400885525,57.10620040088553,139.448227,42.059505
1616,介護老人保健施設,今金町介護老人保健施設,今金町字今金１７－２,80,01370,"[140.005508, 42.429657]",1,1131.4789999999998,7.070391938339113,70.70391938339112,140.005508,42.429657
1617,介護老人福祉施設,特別養護老人ホーム豊寿園,今金町字種川３９８番地の４,50,01370,"[140.084702, 42.448002]",1,1131.4789999999998,4.418994961461946,44.189949614619465,140.084702,42.448002
1618,認知症対応型共同生活介護,グループホームすえひろ,今金町字今金358-13,18,01370,"[140.028397, 42.431709]",1,1131.4789999999998,1.5908381861263003,15.908381861263003,140.028397,42.431709
1619,認知症対応型共同生活介護,グループホームすえひろ温,今金町字今金303番地の1,18,01370,"[140.007217, 42.42561]",1,1131.4789999999998,1.5908381861263003,15.908381861263003,140.007217,42.42561
1621,介護老人福祉施設,特別養護老人ホーム大成長生園,せたな町大成区宮野５２５番地２,50,01371,"[139.895599, 42.248814]",1,1900.604,2.6307426481265956,26.307426481265956,139.895599,42.248814
1622,介護老人福祉施設,特別養護老人ホームきたひやま荘,せたな町北檜山区豊岡337-1,50,01371,"[139.86731, 42.423508]",1,1900.604,2.6307426481265956,26.307426481265956,139.86731,42.423508
1623,認知症対応型共同生活介護,グループホーム灯り,せたな町大成区都463番地3,18,01371,"[139.821167, 42.229137]",1,1900.604,0.9470673533255745,9.470673533255745,139.821167,42.229137
1624,認知症対応型共同生活介護,グループホームはるかぜ,せたな町北檜山区徳島５８番地１４,18,01371,"[139.898254, 42.440254]",1,1900.604,0.9470673533255745,9.470673533255745,139.898254,42.440254
1625,認知症対応型共同生活介護,瀬棚高齢者グループホームあさなぎ,せたな町瀬棚区本町７９２番地２,9,01371,"[139.852432, 42.452274]",1,1900.604,0.47353367666278723,4.7353367666278725,139.852432,42.452274
1628,介護老人福祉施設,寿都寿海荘,寿都町字歌棄町歌棄４８番地２,50,01392,"[140.327271, 42.798264]",1,619.0649999999999,8.076696308142118,80.76696308142118,140.327271,42.798264
1629,認知症対応型共同生活介護,ふれあいの里グループホームすっつ,寿都町字新栄町１６６番地８,15,01392,"[140.217789, 42.79108]",1,619.0649999999999,2.4230088924426356,24.230088924426354,140.217789,42.79108
1631,介護老人福祉施設,特別養護老人ホーム緑ケ丘ハイツ,黒松内町字黒松内５６１番地の１,80,01393,"[140.309265, 42.661247]",1,647.94,12.346822236626847,123.46822236626848,140.309265,42.661247
1632,介護老人保健施設,湯の里・黒松内,黒松内町字黒松内５６５番11,68,01393,"[140.309265, 42.661247]",1,647.94,10.49479890113282,104.94798901132819,140.309265,42.661247
1633,介護老人保健施設,ユニット型介護老人保健施設湯の里・黒松内,黒松内町字黒松内565番地11,12,01393,"[140.309265, 42.661247]",1,647.94,1.8520233354940272,18.520233354940274,140.309265,42.661247
1634,介護医療院,昆布温泉介護医療院,蘭越町字黄金118番地,81,01394,"[140.597702, 42.80476]",1,970.5640000000001,8.34566293412902,83.45662934129021,140.597702,42.80476
1635,介護老人福祉施設,介護老人福祉施設　特別養護老人ホーム　一灯園,蘭越町字大谷２７２番地,70,01394,"[140.496689, 42.78997]",1,970.5640000000001,7.212301301099154,72.12301301099154,140.496689,42.78997
1636,認知症対応型共同生活介護,高齢者グループホームらんこし,蘭越町字大谷268番地1,18,01394,"[140.496689, 42.78997]",1,970.5640000000001,1.8545917631397826,18.545917631397828,140.496689,42.78997
1637,介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホーム一灯園ほのぼの舘,蘭越町字大谷272番地,10,01394,"[140.496689, 42.78997]",1,970.5640000000001,1.0303287572998792,10.30328757299879,140.496689,42.78997
1638,介護老人福祉施設,特別養護老人ホーム　ニセコハイツ,ニセコ町字有島８７－４,50,01395,"[140.708755, 42.81678]",1,638.761,7.8276538486225675,78.27653848622568,140.708755,42.81678
1639,認知症対応型共同生活介護,ぐる～ぷほ～む　きら里,ニセコ町字有島87-9,18,01395,"[140.708755, 42.81678]",1,638.761,2.8179553855041246,28.179553855041245,140.708755,42.81678
1640,介護老人福祉施設,特別養護老人ホーム真狩羊蹄園,真狩村字共明３７番地６,50,01396,"[140.832794, 42.765114]",1,376.989,13.262986453185638,132.62986453185638,140.832794,42.765114
1641,介護老人福祉施設（地域密着型）,地域密着型介護老人福祉施設　るすつ銀河の杜,留寿都村字留寿都186番地95,29,01397,"[140.881012, 42.745354]",1,263.591,11.001893084361756,110.01893084361755,140.881012,42.745354
1642,介護老人福祉施設,介護老人福祉施設　きもべつ喜らめきの郷,喜茂別町字伏見２７２番地１,80,01398,"[140.967834, 42.8009]",1,447.077,17.894009309358346,178.94009309358347,140.967834,42.8009
1643,介護老人福祉施設,ユニットケア慶和園,京極町字更進780-1,60,01399,"[140.906693, 42.826283]",1,613.292,9.783268002843668,97.83268002843668,140.906693,42.826283
1644,認知症対応型共同生活介護,グループホーム　しらかば,京極町字川西101番地12,9,01399,"[140.857086, 42.846931]",1,613.292,1.4674902004265504,14.674902004265505,140.857086,42.846931
1645,介護老人保健施設,介護老人保健施設　麓華苑,倶知安町南3条東5丁目1番地2,100,01400,"[140.762726, 42.899727]",1,1840.395,5.4336161530541,54.336161530541,140.762726,42.899727
1646,介護老人福祉施設,特別養護老人ホーム羊蹄ハイツ,倶知安町字峠下１１３番地２,70,01400,"[140.733292, 42.927376]",1,1840.395,3.8035313071378694,38.035313071378695,140.733292,42.927376
1647,認知症対応型共同生活介護,グループホーム羊蹄,倶知安町北４条東７丁目２番地１１,18,01400,"[140.768326, 42.903645]",1,1840.395,0.9780509075497379,9.78050907549738,140.768326,42.903645
1648,認知症対応型共同生活介護,認知症対応型共同生活介護　グループホームつくしんぼ,倶知安町南３条西１丁目１７,18,01400,"[140.751297, 42.899399]",1,1840.395,0.9780509075497379,9.78050907549738,140.751297,42.899399
1649,介護老人福祉施設,特別養護老人ホーム　みのりの里　共和,共和町南幌似57番地13,50,01401,"[140.607819, 42.942657]",1,960.8960000000001,5.20347675502864,52.034767550286396,140.607819,42.942657
1650,認知症対応型共同生活介護,和みの郷ケアサポート共和,共和町前田11-15,18,01401,"[140.573044, 42.949947]",1,960.8960000000001,1.8732516318103105,18.732516318103105,140.573044,42.949947
1651,介護老人保健施設,社会福祉法人　渓仁会　介護老人保健施設　コミュニティホーム岩内,岩内町字野束69番地26,100,01402,"[140.509949, 42.966663]",1,2234.756,4.474761450467076,44.747614504670764,140.509949,42.966663
1652,介護老人福祉施設,社会福祉法人渓仁会　介護老人福祉施設岩内ふれ愛の郷,岩内町字野束69番地4,50,01402,"[140.509949, 42.966663]",1,2234.756,2.237380725233538,22.373807252335382,140.509949,42.966663
1653,認知症対応型共同生活介護,グループホーム「そよかぜ」岩内,岩内町字栄２－１０,9,01402,"[140.518661, 42.982117]",1,2234.756,0.40272853054203683,4.027285305420368,140.518661,42.982117
1654,介護老人福祉施設,泊村特別養護老人ホームむつみ荘,泊村大字茅沼村711番地3,60,01403,"[140.543396, 43.083607]",1,362.993,16.529244365593826,165.29244365593826,140.543396,43.083607
1655,介護老人保健施設,介護老人保健施設　神恵内ハイツ９９８,神恵内村大字神恵内村字大川１１６番地１,86,01404,"[140.476364, 43.18137]",1,263.286,32.66409911655006,326.6409911655006,140.476364,43.18137
1656,認知症対応型共同生活介護,神恵内村認知症対応型共同生活介護事業所高齢者グループホームかもめの家,神恵内村大字神恵内村10番地,9,01404,"[140.476364, 43.18137]",1,263.286,3.418335954057565,34.18335954057565,140.476364,43.18137
1657,介護老人福祉施設（地域密着型）,ユニット型地域密着型特別養護老人ホームゆうるり,積丹町大字美国町字大沢326番地１,29,01405,"[140.529648, 43.260399]",1,458.60900000000004,6.323469447830286,63.234694478302856,140.529648,43.260399
1658,認知症対応型共同生活介護,認知症対応型グループホーム夕凪,古平町大字浜町６４５番地,18,01406,"[140.561127, 43.175137]",1,620.0060000000001,2.903197710989893,29.031977109898932,140.561127,43.175137
1659,介護老人福祉施設,特別養護老人ホーム　仁木長寿園,仁木町北町８丁目４０番地４,50,01407,"[140.771118, 43.163548]",1,656.382,7.6175154102336755,76.17515410233676,140.771118,43.163548
1660,認知症対応型共同生活介護,グループホーム仁木　やすらぎの里,仁木町北町８丁目４０番地５,9,01407,"[140.771118, 43.163548]",1,656.382,1.3711527738420615,13.711527738420614,140.771118,43.163548
1661,介護老人保健施設,介護老人保健施設よいち,余市町山田町201番地5,100,01408,"[140.778961, 43.182789]",1,3732.4500000000003,2.6792053476938738,26.792053476938737,140.778961,43.182789
1662,介護老人福祉施設,ユニット型特別養護老人ホームフルーツ・シャトーよいち,余市町黒川町19丁目1番地2,68,01408,"[140.813797, 43.188583]",1,3732.4500000000003,1.8218596364318342,18.218596364318344,140.813797,43.188583
1663,介護老人福祉施設,特別養護老人ホーム　フルーツ・シャトーよいち,余市町黒川町19丁目1番地2,50,01408,"[140.813797, 43.188583]",1,3732.4500000000003,1.3396026738469369,13.396026738469368,140.813797,43.188583
1664,介護老人保健施設,介護老人保健施設よいち南館,余市町山田町２０１番地５,26,01408,"[140.778961, 43.182789]",1,3732.4500000000003,0.6965933904004071,6.965933904004071,140.778961,43.182789
1665,介護医療院,医療法人社団倫仁会　介護医療院こじま,余市町黒川町7-13,24,01408,"[140.790436, 43.185925]",1,3732.4500000000003,0.6430092834465297,6.430092834465297,140.790436,43.185925
1666,介護医療院,介護医療院なかじま,余市町黒川町3丁目109番地,19,01408,"[140.79155, 43.188271]",1,3732.4500000000003,0.5090490160618361,5.09049016061836,140.79155,43.188271
1667,認知症対応型共同生活介護,グループホーム　延寿園,余市町黒川町１２丁目３番地,18,01408,"[140.798401, 43.185398]",1,3732.4500000000003,0.4822569625848973,4.822569625848973,140.798401,43.185398
1668,認知症対応型共同生活介護,グループホーム　夢,余市町黒川町19丁目13番地２,18,01408,"[140.816254, 43.188084]",1,3732.4500000000003,0.4822569625848973,4.822569625848973,140.816254,43.188084
1669,認知症対応型共同生活介護,医療法人社団滋恒会　グループホームなかじま,余市町大川町４丁目２３番地,18,01408,"[140.794876, 43.192181]",1,3732.4500000000003,0.4822569625848973,4.822569625848973,140.794876,43.192181
1670,認知症対応型共同生活介護,グループホーム　ポランの家,余市町大川町8丁目11番地,18,01408,"[140.800842, 43.193352]",1,3732.4500000000003,0.4822569625848973,4.822569625848973,140.800842,43.193352
1671,認知症対応型共同生活介護,グループホーム美優さくらんぼ,余市町黒川町13丁目36番地14,18,01408,"[140.797882, 43.18124]",1,3732.4500000000003,0.4822569625848973,4.822569625848973,140.797882,43.18124
1672,認知症対応型共同生活介護,高齢者グループホームフルーツ・シャトーよいち,余市町黒川町19丁目1番地2,17,01408,"[140.813797, 43.188583]",1,3732.4500000000003,0.45546490910795856,4.554649091079586,140.813797,43.188583
1673,認知症対応型共同生活介護,有限会社　スローライフ,余市町美園町１９９番地,9,01408,"[140.776703, 43.183727]",1,3732.4500000000003,0.24112848129244865,2.4112848129244866,140.776703,43.183727
1675,認知症対応型共同生活介護,グループホーム　あまらんす,赤井川村字赤井川４０９番地１,18,01409,"[140.81514, 43.0839]",1,182.547,9.860474288813293,98.60474288813293,140.81514,43.0839
1676,認知症対応型共同生活介護,グループホームあまらんす２号館,赤井川村字赤井川４０９番地１,18,01409,"[140.81514, 43.0839]",1,182.547,9.860474288813293,98.60474288813293,140.81514,43.0839
1677,介護老人保健施設,介護老人保健施設 ゆう,南幌町栄町１丁目１番２０号,70,01423,"[141.65361, 43.064659]",1,1294.6390000000001,5.40691266059496,54.069126605949606,141.65361,43.064659
1678,介護老人福祉施設,特別養護老人ホーム南幌みどり苑,南幌町元町２丁目２番２号,70,01423,"[141.651474, 43.069561]",1,1294.6390000000001,5.40691266059496,54.069126605949606,141.651474,43.069561
1679,認知症対応型共同生活介護,医療法人　やわらぎ　グループホーム　鶴城の郷,南幌町南18線西１１番地,18,01423,"[141.626938, 43.028324]",1,1294.6390000000001,1.3903489698672757,13.903489698672757,141.626938,43.028324
1680,認知症対応型共同生活介護,医療法人やわらぎ　グループホームみどり野の郷,南幌町栄町１丁目１番２０号,15,01423,"[141.65361, 43.064659]",1,1294.6390000000001,1.158624141556063,11.586241415560629,141.65361,43.064659
1681,認知症対応型共同生活介護,グループホーム福音の家,南幌町元町4丁目3番14号,9,01423,"[141.645798, 43.06662]",1,1294.6390000000001,0.6951744849336379,6.951744849336379,141.645798,43.06662
1682,認知症対応型共同生活介護,株式会社 日東総業　グループホームなかま,南幌町栄町1丁目1番6号,9,01423,"[141.653732, 43.063801]",1,1294.6390000000001,0.6951744849336379,6.951744849336379,141.653732,43.063801
1683,介護老人保健施設,介護老人保健施設「健寿苑」,奈井江町字奈井江12番地9,52,01424,"[141.883514, 43.426247]",1,1187.879,4.377550238702764,43.775502387027636,141.883514,43.426247
1684,介護老人福祉施設,特別養護老人ホームやすらぎの家,奈井江町字奈井江町１６１番地1,50,01424,"[141.884811, 43.420746]",1,1187.879,4.209182921829581,42.09182921829581,141.884811,43.420746
1685,認知症対応型共同生活介護,グループホームかわせみ,奈井江町字奈井江町１６１番地,9,01424,"[141.884811, 43.420746]",1,1187.879,0.7576529259293245,7.576529259293245,141.884811,43.420746
1687,介護老人保健施設,上砂川町老人保健施設成寿苑,上砂川町字上砂川２２番地１６,50,01425,"[142.027145, 43.451763]",1,817.5020000000001,6.116192987907063,61.16192987907063,142.027145,43.451763
1688,介護老人福祉施設,上砂川町立特別養護老人ホーム,上砂川町字上砂川２２番地１６,50,01425,"[142.027145, 43.451763]",1,817.5020000000001,6.116192987907063,61.16192987907063,142.027145,43.451763
1689,認知症対応型共同生活介護,グループホーム上砂川,上砂川町下鶉南2条1-3,18,01425,"[141.984039, 43.482578]",1,817.5020000000001,2.2018294756465426,22.018294756465426,141.984039,43.482578
1690,介護老人福祉施設,ユンニこもれびの家,由仁町東栄86番地,70,01427,"[141.790833, 43.012253]",1,1094.548,6.395333964339618,63.95333964339618,141.790833,43.012253
1691,介護老人保健施設,由仁町介護老人保健施設ひだまり,由仁町馬追１番地の１,29,01427,"[141.774475, 43.009464]",1,1094.548,2.6494954995121276,26.494954995121276,141.774475,43.009464
1692,介護老人福祉施設（地域密着型）,介護老人福祉施設「ほほえみの家」,由仁町東栄８８番地の２,27,01427,"[141.790833, 43.012253]",1,1094.548,2.4667716719595667,24.667716719595667,141.790833,43.012253
1693,認知症対応型共同生活介護,グループホーム　あかるい家,由仁町東栄１６－１８,9,01427,"[141.790833, 43.012253]",1,1094.548,0.8222572239865222,8.222572239865222,141.790833,43.012253
1694,認知症対応型共同生活介護,グループホーム囲炉裏,由仁町三川緑町95番地,9,01427,"[141.804855, 42.949051]",1,1094.548,0.8222572239865222,8.222572239865222,141.804855,42.949051
1695,介護老人福祉施設,特別養護老人ホーム迎光園,長沼町南町２丁目３番２０号,140,01428,"[141.685959, 43.00425]",1,2140.147,6.5416067214074545,65.41606721407454,141.685959,43.00425
1696,介護老人保健施設,介護老人保健施設　マオイの里,長沼町東5線北4番地,80,01428,"[141.733795, 43.030655]",1,2140.147,3.738060983661403,37.38060983661403,141.733795,43.030655
1697,介護老人保健施設,長沼町立介護療養型老人保健施設いこい,長沼町中央南２丁目２番１号,65,01428,"[141.69342, 43.007629]",1,2140.147,3.03717454922489,30.3717454922489,141.69342,43.007629
1698,認知症対応型共同生活介護,グループホーム　おおきな家,長沼町西町1丁目４－６,18,01428,"[141.685593, 43.014069]",1,2140.147,0.8410637213238157,8.410637213238157,141.685593,43.014069
1699,認知症対応型共同生活介護,グループホームふるさとの丘,長沼町東２線北１５番地,15,01428,"[141.722549, 43.048252]",1,2140.147,0.700886434436513,7.00886434436513,141.722549,43.048252
1700,認知症対応型共同生活介護,グループホーム　みんなの家,長沼町西町１丁目３番１２号,9,01428,"[141.686615, 43.014404]",1,2140.147,0.42053186066190784,4.205318606619079,141.686615,43.014404
1701,介護老人保健施設,介護老人保健施設ガーデンハウスくりやま,栗山町朝日4丁目9番33号,100,01429,"[141.793457, 43.055901]",1,2501.02,3.998368665584442,39.98368665584442,141.793457,43.055901
1702,介護老人福祉施設,特別養護老人ホーム　くりのさと,栗山町字湯地９１番20,100,01429,"[141.803131, 43.057098]",1,2501.02,3.998368665584442,39.98368665584442,141.803131,43.057098
1703,介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホーム　くりのさと彩,栗山町字湯地９１番２０,29,01429,"[141.803131, 43.057098]",1,2501.02,1.159526913019488,11.59526913019488,141.803131,43.057098
1704,認知症対応型共同生活介護,ほのかの里,栗山町桜丘１丁目８０番地,18,01429,"[141.784683, 43.065575]",1,2501.02,0.7197063598051995,7.197063598051995,141.784683,43.065575
1705,認知症対応型共同生活介護,グループホームおおむらさき,栗山町朝日4丁目9番42号,9,01429,"[141.793457, 43.055901]",1,2501.02,0.35985317990259974,3.5985317990259973,141.793457,43.055901
1706,認知症対応型共同生活介護,ほのかの里桜丘,栗山町桜丘１丁目８０番地７４,9,01429,"[141.784683, 43.065575]",1,2501.02,0.35985317990259974,3.5985317990259973,141.784683,43.065575
1707,介護老人保健施設,介護老人保健施設　月形緑苑,月形町８１番７２,70,01430,"[141.669495, 43.338345]",1,754.464,9.278110022479535,92.78110022479535,141.669495,43.338345
1708,介護老人福祉施設,月形愛光園指定介護老人福祉施設,月形町46-30,50,01430,"[141.669495, 43.338345]",1,754.464,6.62722144462824,66.27221444628239,141.669495,43.338345
1709,介護老人福祉施設,月形藤の園特養部,月形町字当別原野４１７番地９,30,01430,"[141.610809, 43.30471]",1,754.464,3.976332866776943,39.76332866776943,141.610809,43.30471
1710,介護老人福祉施設,月形藤の園　特養部ユニット型,月形町字当別原野417番地9,30,01430,"[141.610809, 43.30471]",1,754.464,3.976332866776943,39.76332866776943,141.610809,43.30471
1711,介護老人福祉施設,特別養護老人ホームゆうあいの郷,浦臼町字キナウスナイ188番地の70,30,01431,"[141.818741, 43.43037]",1,414.995,7.229002759069386,72.29002759069387,141.818741,43.43037
1712,介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホームゆうあいの郷,浦臼町字キナウスナイ１８８番地７０,20,01431,"[141.818741, 43.43037]",1,414.995,4.819335172712924,48.19335172712924,141.818741,43.43037
1713,認知症対応型共同生活介護,グループホーム　ゆうあいの郷,浦臼町字キナウスナイ１８８番地７０,9,01431,"[141.818741, 43.43037]",1,414.995,2.168700827720816,21.68700827720816,141.818741,43.43037
1714,介護老人福祉施設,特別養護老人ホームかおる園,新十津川町字花月２０１番地１,100,01432,"[141.853241, 43.483047]",1,1471.2839999999999,6.7967843054094255,67.96784305409426,141.853241,43.483047
1715,介護療養型医療施設,空知中央病院,新十津川町字中央２０番地４,43,01432,"[141.873596, 43.546337]",1,1471.2839999999999,2.922617251326053,29.22617251326053,141.873596,43.546337
1716,認知症対応型共同生活介護,グループホーム陽だまりの郷,新十津川町字中央２７番地５,18,01432,"[141.877472, 43.554691]",1,1471.2839999999999,1.2234211749736965,12.234211749736964,141.877472,43.554691
1718,介護老人保健施設,妹背牛町老人保健施設　りぶれ,妹背牛町字妹背牛３６１番地２２,80,01433,"[141.955338, 43.69672]",1,677.527,11.807647518106288,118.07647518106288,141.955338,43.69672
1719,認知症対応型共同生活介護,グループホームべにばら妹背牛,妹背牛町字妹背牛406番地7,9,01433,"[141.955338, 43.69672]",1,677.527,1.3283603457869575,13.283603457869575,141.955338,43.69672
1721,介護老人福祉施設,介護老人福祉施設和敬園,秩父別町１５１４番地,80,01434,"[141.957855, 43.767014]",1,560.255,14.27921214446993,142.79212144469932,141.957855,43.767014
1722,認知症対応型共同生活介護,グループホームべにばら,秩父別町1542番地の33,18,01434,"[141.957855, 43.767014]",1,560.255,3.212822732505734,32.12822732505734,141.957855,43.767014
1723,介護老人福祉施設,特別養護老人ホーム雨竜寿園,雨竜町字満寿37番地,80,01436,"[141.892929, 43.661465]",1,561.1809999999999,14.25565013783432,142.5565013783432,141.892929,43.661465
1724,介護老人福祉施設,特別養護老人ホーム北竜町永楽園,北竜町字和19番地6,80,01437,"[141.893494, 43.727825]",1,456.645,17.519079372378982,175.19079372378982,141.893494,43.727825
1725,認知症対応型共同生活介護,認知症高齢者グループホーム碧水,北竜町字碧水１５番地2,18,01437,"[141.865097, 43.762257]",1,456.645,3.941792858785271,39.41792858785271,141.865097,43.762257
1726,介護老人福祉施設,沼田町特別養護老人ホーム旭寿園,沼田町旭町3丁目5番25号,80,01438,"[141.943878, 43.807434]",1,685.276,11.674128380389801,116.74128380389801,141.943878,43.807434
1727,認知症対応型共同生活介護,沼田町認知症高齢者グループホームなごみ,沼田町旭町3丁目5番29号,9,01438,"[141.944366, 43.807484]",1,685.276,1.3133394427938525,13.133394427938525,141.944366,43.807484
1728,介護老人福祉施設,介護老人福祉施設鷹栖さつき苑,鷹栖町南1条3丁目2番7号,50,01452,"[142.357498, 43.843727]",1,1160.616,4.308057100712036,43.080571007120355,142.357498,43.843727
1729,介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホームぬくもりの家えん,鷹栖町9線4号,20,01452,"[142.328857, 43.812737]",1,1160.616,1.7232228402848142,17.232228402848143,142.328857,43.812737
1730,認知症対応型共同生活介護,多機能型グループホーム鷹栖なごみの家,鷹栖町南1条1丁目1番20号,18,01452,"[142.35849, 43.84671]",1,1160.616,1.550900556256333,15.50900556256333,142.35849,43.84671
1733,介護老人保健施設,介護老人保健施設回生苑,東神楽町東1線2号13番地,100,01453,"[142.402298, 43.718388]",1,1517.6770000000001,6.589017294193692,65.89017294193692,142.402298,43.718388
1734,介護老人福祉施設,東神楽町特別養護老人ホーム　アゼリアハイツ,東神楽町南2条東1丁目4番1号,50,01453,"[142.453751, 43.694366]",1,1517.6770000000001,3.294508647096846,32.94508647096846,142.453751,43.694366
1735,介護老人福祉施設（地域密着型）,東神楽町特別養護老人ホームアゼリアハイツ,東神楽町南2条東1丁目4番1号,20,01453,"[142.453751, 43.694366]",1,1517.6770000000001,1.3178034588387382,13.178034588387382,142.453751,43.694366
1736,認知症対応型共同生活介護,グループホームひばり,東神楽町北１条東２丁目１１番５号,18,01453,"[142.458664, 43.697239]",1,1517.6770000000001,1.1860231129548644,11.860231129548644,142.458664,43.697239
1737,認知症対応型共同生活介護,株式会社健康会　グループホームひじり野,東神楽町ひじり野北1条9丁目1番17号,15,01453,"[142.403687, 43.726955]",1,1517.6770000000001,0.9883525941290537,9.883525941290538,142.403687,43.726955
1738,介護老人保健施設,介護老人保健施設愛泉苑,当麻町3条東2丁目1番11号,52,01454,"[142.505905, 43.827511]",1,1466.0249999999999,3.547006360737368,35.47006360737368,142.505905,43.827511
1739,介護老人福祉施設,特別養護老人ホーム当麻柏陽園,当麻町６条東４丁目６番１号,50,01454,"[142.530899, 43.829647]",1,1466.0249999999999,3.4105830391705463,34.10583039170546,142.530899,43.829647
1740,介護老人保健施設,介護老人保健施設愛泉苑（ユニット型）,当麻町3条東2丁目1番11号,48,01454,"[142.505905, 43.827511]",1,1466.0249999999999,3.2741597176037245,32.741597176037246,142.505905,43.827511
1741,介護老人福祉施設（地域密着型）,地域密着型特別養護老人ホーム当麻柏陽園,当麻町6条東4丁目6番1号,20,01454,"[142.530899, 43.829647]",1,1466.0249999999999,1.3642332156682186,13.642332156682187,142.530899,43.829647
1742,認知症対応型共同生活介護,グループホーム寿楽,当麻町4条西2丁目1番10号,18,01454,"[142.508957, 43.832657]",1,1466.0249999999999,1.2278098941013968,12.278098941013969,142.508957,43.832657
1743,認知症対応型共同生活介護,グループホーム菜の花,当麻町４条西３丁目１７番１２号,9,01454,"[142.514511, 43.82872]",1,1466.0249999999999,0.6139049470506984,6.1390494705069845,142.514511,43.82872
1744,認知症対応型共同生活介護,グループホームとうま,当麻町宇園別２区,9,01454,"[142.478455, 43.840778]",1,1466.0249999999999,0.6139049470506984,6.1390494705069845,142.478455,43.840778
1747,介護老人福祉施設,特別養護老人ホームあそか苑,比布町東町２丁目５番２号,50,01455,"[142.482025, 43.874992]",1,810.895,6.166026427589269,61.66026427589269,142.482025,43.874992
1748,認知症対応型共同生活介護,認知症高齢者グループホーム無憂苑,比布町東町２丁目３番１号,18,01455,"[142.482025, 43.874992]",1,810.895,2.2197695139321367,22.197695139321368,142.482025,43.874992
1749,介護老人福祉施設,特別養護老人ホームいこいの里「あい」,愛別町字北町299番地1,50,01456,"[142.58078, 43.919212]",1,670.1800000000001,7.460682204780804,74.60682204780804,142.58078,43.919212
